"idRecipe","nameRecipe","difficulte","prix","quantite","preparationTime","totalTime","image"
"612","Tarte aux pommes normande","très facile","bon marché","6 personnes","30 min","55 min","[""https://assets.afcdn.com/recipe/20180713/80985_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20121028/38030_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20130305/42296_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"613","Tomates farcies facile","très facile","bon marché","4 personnes","20 min","1 h 20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"614","Cake aux olives","facile","bon marché","6 personnes","20 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20180705/80209_w150h150c1cx1707cy2276cxb3414cyb4552.webp"", ""https://assets.afcdn.com/recipe/20130506/22347_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20121202/6747_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"615","Filet mignon en croûte rapide","très facile","bon marché","4 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20200622/112094_w150h150c1cx1920cy2880cxb3840cyb5760.webp"", ""https://assets.afcdn.com/recipe/20200622/112093_w150h150c1cx2880cy1920cxb5760cyb3840.webp"", ""https://assets.afcdn.com/recipe/20160405/35684_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"616","Pot-au-feu","moyenne","moyen","4 personnes","30 min","4 h 30 min","[""https://assets.afcdn.com/recipe/20120406/8539_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20140318/16969_w150h150c1cx360cy480.webp"", ""https://assets.afcdn.com/recipe/20140408/19534_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"617","Tarte de potimarron, lardons et oignons caramélisés","facile","bon marché","8 personnes","25 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"618","Tarte aux poires et aux amandes","très facile","bon marché","6 personnes","","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"619","Dos de cabillaud tout simple","très facile","assez cher","2 personnes","3 min","18 min","[""https://assets.afcdn.com/recipe/20180716/81276_w150h150c1cx1906cy2541cxb3812cyb5082.webp"", ""https://assets.afcdn.com/recipe/20100120/35142_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20140830/36185_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"620","Ramequins fondants chocolat framboise","très facile","bon marché","4 personnes","10 min","20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"621","Tarte amandine aux mirabelles","facile","moyen","8 personnes","30 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"622","Filet mignon au miel et gingembre","moyenne","bon marché","4 personnes","15 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"623","Délice de carottes à la crème","très facile","bon marché","4 personnes","15 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"624","Noix de Saint Jacques au miel, curry et pommes.","très facile","moyen","2 personnes","30 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"625","Feuilleté de crevettes","très facile","bon marché","2 personnes","5 min","25 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"626","Tartare de crevettes mangue avocats","moyenne","moyen","4 personnes","40 min","40 min","[""https://assets.afcdn.com/recipe/20130121/35948_w150h150c1cx813cy1000.webp"", ""https://assets.afcdn.com/recipe/20110307/32711_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20141212/33522_w150h150c1cx960cy540.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"627","Epaule d'agneau confite facile","facile","moyen","4 personnes","10 min","2 h 10 min","[""https://assets.afcdn.com/recipe/20200508/110802_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20200508/110801_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20150819/45991_w150h150c1cx512cy384.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"628","Gâteau rapide au citron","très facile","bon marché","8 personnes","10 min","35 min","[""https://assets.afcdn.com/recipe/20210917/122040_w150h150c1cx1154cy536cxb2121cyb1414.webp"", ""https://assets.afcdn.com/recipe/20180518/79160_w150h150c1cx2000cy3000cxb4000cyb6000.webp"", ""https://assets.afcdn.com/recipe/20180713/81179_w150h150c1cx1816cy2421cxb3632cyb4842.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"629","Muffins aux pépites de chocolat","très facile","bon marché","12 muffins","15 min","35 min","[""https://assets.afcdn.com/recipe/20181030/83519_w150h150c1cx2592cy1944cxb5176cyb3884.webp"", ""https://assets.afcdn.com/recipe/20140511/20105_w150h150c1cx540cy960.webp"", ""https://assets.afcdn.com/recipe/20100120/14355_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"630","Beignets de carnaval (Alsace)","très facile","bon marché","8 personnes","20 min","25 min","[""https://assets.afcdn.com/recipe/20170623/69599_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20110228/42988_w150h150c1cx1140cy1750.webp"", ""https://assets.afcdn.com/recipe/20170623/69598_w150h150c1cx3000cy2000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"631","Saumon au beurre d'épices douces","très facile","moyen","4 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"632","Salade de kiwis et tomates de Lili","très facile","bon marché","2 personnes","5 min","5 min","[""https://assets.afcdn.com/recipe/20170607/34821_w150h150c1cx1776cy3659cxb4000cyb6000.webp"", ""https://assets.afcdn.com/recipe/20170607/34822_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20170113/35401_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"633","Marbré Warhol","très facile","bon marché","6 personnes","15 min","15 min","[""https://assets.afcdn.com/recipe/20160509/9814_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160509/9813_w150h150c1cx1900cy2850.webp"", ""https://assets.afcdn.com/recipe/20130123/9815_w150h150c1cx996cy1290.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"634","Blanquette de veau express à la cocotte minute","facile","moyen","6 personnes","10 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"635","Velouté de potiron aux châtaignes","très facile","bon marché","6 personnes","20 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"636","Tarte saumon brocolis","très facile","bon marché","4 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20180830/82073_w150h150c1cx2136cy1424cxb4272cyb2848.webp"", ""https://assets.afcdn.com/recipe/20221013/136072_w150h150c1cx1920cy1080cxb3840cyb2160.webp"", ""https://assets.afcdn.com/recipe/20100120/16300_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"637","Roti de veau en sauce","très facile","bon marché","4 personnes","10 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"638","Timbale de brocoli","très facile","bon marché","4 personnes","20 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"639","Steak tartare","facile","moyen","2 personnes","20 min","20 min","[""https://assets.afcdn.com/recipe/20211130/125060_w150h150c1cx827cy763cxb2120cyb1414.webp"", ""https://assets.afcdn.com/recipe/20170125/63752_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20111209/62211_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"640","Crème d'asperges en verrines","très facile","moyen","8 verrines","15 min","30 min","[""https://assets.afcdn.com/recipe/20130627/13306_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20130521/25719_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20101231/14765_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"641","Galette des rois poire et chocolat","facile","moyen","8 personnes","20 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"642","Palmiers à la tapenade","très facile","bon marché","4 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"643","Tarte au flan de Micheline (26ème rencontre )","très facile","bon marché","6 personnes","15 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"644","Crème pâtissière à la vanille","très facile","bon marché","4 personnes","20 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"645","Soupe à l'oignon gratinée","très facile","bon marché","6 personnes","10 min","50 min","[""https://assets.afcdn.com/recipe/20181012/82641_w150h150c1cx2136cy1424cxb4272cyb2848.webp"", ""https://assets.afcdn.com/recipe/20230621/143654_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20121002/61913_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"646","Beignets aux pommes très faciles","très facile","bon marché","5 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20170228/37194_w150h150c1cx2000cy3000cxb3999cyb6000.webp"", ""https://assets.afcdn.com/recipe/20161117/37193_w150h150c1cx1800cy1201.webp"", ""https://assets.afcdn.com/recipe/20181017/82903_w150h150c1cx1747cy2330cxb3495cyb4660.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"647","Riz cantonais rapide et facile","très facile","bon marché","4 personnes","10 min","20 min","[""https://assets.afcdn.com/recipe/20221013/136151_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20121120/51554_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20130413/49974_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"648","Cuisses de poulet caramélisées au thym","facile","moyen","4 personnes","15 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"649","Gâteau magique nature","facile","bon marché","8 personnes","15 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20150826/46012_w150h150c1cx1250cy1484.webp"", ""https://assets.afcdn.com/recipe/20141130/53492_w150h150c1cx1224cy1224.webp"", ""https://assets.afcdn.com/recipe/20150220/47365_w150h150c1cx1075cy662.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"650","Gâteau à la rhubarbe","très facile","bon marché","6 personnes","30 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"651","Flan aux carottes","très facile","bon marché","4 personnes","20 min","55 min","[""https://assets.afcdn.com/recipe/20130328/24942_w150h150c1cx1000cy1342.webp"", ""https://assets.afcdn.com/recipe/20120726/23889_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20140729/29568_w150h150c1cx1824cy1368.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"652","Soupe haricots blancs chorizo","très facile","bon marché","4 personnes","25 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"653","Curry de Poulet simple","très facile","bon marché","4 personnes","20 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"654","Côte de boeuf barbecue au gros sel","facile","moyen","5 personnes","15 min","30 min","[""https://assets.afcdn.com/recipe/20160729/55128_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160729/55129_w150h150c1cx1924cy2886.webp"", ""https://assets.afcdn.com/recipe/20120904/50150_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"655","Tarte aux noix et au sirop d'érable","facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"656","Quiche courgettes et saumon fumé","très facile","assez cher","4 personnes","30 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20180830/82070_w150h150c1cx2686cy1800cxb5372cyb3600.webp"", ""https://assets.afcdn.com/recipe/20221019/136429_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20100120/27922_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"657","Flan de courgette et son coulis de tomate","très facile","bon marché","4 personnes","25 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"658","LASAGNE SAUMON ÉPINARD (Mascarpone)","très facile","bon marché","4 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"659","Galette des rois à l'onctueuse crème d'amande","facile","bon marché","8 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"660","Ketchup","très facile","bon marché","2 flacons","30 min","2 h","[""https://assets.afcdn.com/recipe/20131009/39401_w150h150c1cx2042cy3060.webp"", ""https://assets.afcdn.com/recipe/20221013/136068_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20130505/39933_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20201013/114753_w150h150c1cx540cy675cxb1080cyb1350.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"661","Poulet à l'estragon","facile","moyen","4 personnes","15 min","35 min","[""https://assets.afcdn.com/recipe/20230713/144158_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20161222/44391_w150h150c1cx1500cy1000.webp"", ""https://assets.afcdn.com/recipe/20190831/97183_w150h150c1cx1488cy1984cxb2976cyb3968.webp"", ""https://assets.afcdn.com/recipe/20220517/132075_w150h150c1cx1248cy1248cxb2496cyb2496.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
